win_title,win_class,task_type,remain_interval,idle_interval,day,time
"Program Manager","Progman","Ohters",1.300000,0.000000,2009-06-15,19:04:56
"我的电脑","CabinetWClass","资源管理器",38.600000,0.000000,2009-06-15,19:05:42
"Program Manager","Progman","Ohters",2.100000,0.000000,2009-06-15,19:05:45
"","Shell_TrayWnd","Ohters",0.500000,0.000000,2009-06-15,19:05:46
"","Shell_TrayWnd","Ohters",0.300000,0.000000,2009-06-15,19:05:47
"","#32770","对话框",19.700000,0.000000,2009-06-15,19:06:09
"Program Manager","Progman","Ohters",1.400000,0.000000,2009-06-15,19:06:10
"","#32770","对话框",0.100000,0.000000,2009-06-15,19:06:11
"Program Manager","Progman","Ohters",8.100000,0.000000,2009-06-15,19:06:20
"","Shell_TrayWnd","Ohters",0.800000,0.000000,2009-06-15,19:06:21
"「开始」菜单","DV2ControlHost","Ohters",2.800000,0.000000,2009-06-15,19:06:24
"Program Manager","Progman","Ohters",1.000000,0.000000,2009-06-15,19:06:25
"我的电脑","CabinetWClass","资源管理器",9.800000,0.000000,2009-06-15,19:06:37
"","Shell_TrayWnd","Ohters",1.200000,0.000000,2009-06-15,19:06:38
"Program Manager","Progman","Ohters",1.800000,0.000000,2009-06-15,19:06:40
"SYS (C:)","CabinetWClass","资源管理器",34.000000,0.000000,2009-06-15,19:07:18
"Winamp 2.95","Winamp v1.x","Ohters",0.000000,0.000000,2009-06-15,19:07:18
"50首最经典的老歌","CabinetWClass","资源管理器",0.100000,0.000000,2009-06-15,19:07:18
"Winamp 2.95","Winamp v1.x","Ohters",4.400000,0.000000,2009-06-15,19:07:23
"Winamp 视频","Winamp Video","Ohters",2.000000,0.000000,2009-06-15,19:07:25
"24. 伊能静 - 你是我的幸福吗？ - Winamp","Winamp v1.x","Ohters",0.400000,0.000000,2009-06-15,19:07:26
"50首最经典的老歌","CabinetWClass","资源管理器",2.100000,0.000000,2009-06-15,19:07:28
"24. 伊能静 - 你是我的幸福吗？ - Winamp","Winamp v1.x","Ohters",4.200000,0.000000,2009-06-15,19:07:33
"Winamp 播放清单编辑器","Winamp PE","Ohters",9.200000,0.000000,2009-06-15,19:07:43
"4. hotcd-music.com - 羽泉-冷酷到底 - Winamp","Winamp v1.x","Ohters",0.100000,0.000000,2009-06-15,19:07:43
"","Shell_TrayWnd","Ohters",0.500000,0.000000,2009-06-15,19:07:44
"Program Manager","Progman","Ohters",3.200000,0.000000,2009-06-15,19:07:48
"","Shell_TrayWnd","Ohters",1.400000,0.000000,2009-06-15,19:07:49
"","#32770","对话框",0.000000,0.000000,2009-06-15,19:07:49
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-06-15,19:07:49
"","#32770","对话框",16.600000,0.000000,2009-06-15,19:08:08
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-06-15,19:08:08
"「开始」菜单","DV2ControlHost","Ohters",9.200000,0.000000,2009-06-15,19:08:18
"","Shell_TrayWnd","Ohters",6.000000,0.000000,2009-06-15,19:08:25
"PPLive","TFrm_View","Ohters",15.800000,0.000000,2009-06-15,19:09:01
"PPLive","TFrm_View","Ohters",4.500000,0.000000,2009-06-15,19:09:08
"FlashAD","TFlashAD","Ohters",2.000000,0.000000,2009-06-15,19:09:11
"Program Manager","Progman","Ohters",5.500000,0.000000,2009-06-15,19:09:17
"FlashAD","TFlashAD","Ohters",0.000000,0.000000,2009-06-15,19:09:17
"PPLive","TFrm_View","Ohters",2.000000,0.000000,2009-06-15,19:09:19
"","#32770","对话框",0.000000,0.000000,2009-06-15,19:09:19
"PPLive","TFrm_View","Ohters",0.000000,0.000000,2009-06-15,19:09:20
"PPLive","TFrm_View","Ohters",35.800000,0.000000,2009-06-15,19:10:00
"","#32770","对话框",0.100000,0.000000,2009-06-15,19:10:00
"","#32770","对话框",1.500000,0.000000,2009-06-15,19:10:04
"PPLive","TFrm_View","Ohters",195.800000,0.000000,2009-06-15,19:13:44
"Program Manager","Progman","Ohters",4.200000,0.000000,2009-06-15,19:13:48
"PPLive","TFrm_View","Ohters",346.200000,0.000000,2009-06-15,19:20:12
"8. 林志炫 - 蒙娜丽莎的眼泪 - Winamp","Winamp v1.x","Ohters",239.000000,0.000000,2009-06-15,19:24:35
"「开始」菜单","DV2ControlHost","Ohters",9.200000,0.000000,2009-06-15,19:24:46
"","Shell_TrayWnd","Ohters",2.100000,0.000000,2009-06-15,19:24:48
"","#32770","对话框",12.400000,0.000000,2009-06-15,19:25:03
"","Shell_TrayWnd","Ohters",12.500000,0.000000,2009-06-15,19:25:17
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",600.100000,0.000000,2009-06-15,19:36:20
"新闻中心首页_新浪网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",600.100000,0.000000,2009-06-15,19:47:18
"新闻中心首页_新浪网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",264.900000,0.000000,2009-06-15,19:52:09
"新闻中心首页_新浪网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",255.700000,0.000000,2009-06-15,20:05:08
"","Shell_TrayWnd","Ohters",0.300000,0.000000,2009-06-15,20:05:08
"","#32770","对话框",3.400000,0.000000,2009-06-15,20:05:13
"新闻中心首页_新浪网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",4.000000,0.000000,2009-06-15,20:05:17
"","#32770","对话框",0.100000,0.000000,2009-06-15,20:05:18
"新闻中心首页_新浪网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",318.700000,0.000000,2009-06-15,20:11:09
"2. Unknown Artist - Track08 - Winamp","Winamp v1.x","Ohters",0.700000,0.000000,2009-06-15,20:11:10
"Program Manager","Progman","Ohters",600.100000,0.000000,2009-06-15,20:22:08
"Program Manager","Progman","Ohters",322.200000,0.000000,2009-06-15,20:28:02
"","Shell_TrayWnd","Ohters",0.500000,0.000000,2009-06-15,20:28:03
"","Shell_TrayWnd","Ohters",0.400000,0.000000,2009-06-15,20:28:04
"","Shell_TrayWnd","Ohters",0.100000,0.000000,2009-06-15,20:28:04
"","#32770","对话框",6.000000,0.000000,2009-06-15,20:28:11
"","Shell_TrayWnd","Ohters",0.100000,0.000000,2009-06-15,20:28:12
"Program Manager","Progman","Ohters",1.600000,0.000000,2009-06-15,20:28:14
"「开始」菜单","DV2ControlHost","Ohters",1.700000,0.000000,2009-06-15,20:28:16
"Program Manager","Progman","Ohters",600.100000,0.000000,2009-06-15,20:39:13
"Program Manager","Progman","Ohters",412.000000,0.000000,2009-06-15,20:46:44
"","Shell_TrayWnd","Ohters",0.400000,0.000000,2009-06-15,20:46:45
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-06-15,20:46:45
"","#32770","对话框",0.000000,0.000000,2009-06-15,20:46:45
"","Shell_TrayWnd","Ohters",0.200000,0.000000,2009-06-15,20:46:46
"","#32770","对话框",0.500000,0.000000,2009-06-15,20:46:46
"","Shell_TrayWnd","Ohters",3.900000,0.000000,2009-06-15,20:46:51
"","Afx:400000:0","Ohters",0.600000,0.000000,2009-06-15,20:46:52
"","Shell_TrayWnd","Ohters",7.100000,0.000000,2009-06-15,20:47:00
"","Shell_TrayWnd","Ohters",1.100000,0.000000,2009-06-15,20:47:03
"","#32770","对话框",19.800000,0.000000,2009-06-15,20:47:25
"","Afx:8a00000:3","Ohters",0.800000,0.000000,2009-06-15,20:47:26
"Program Manager","Progman","Ohters",3.100000,0.000000,2009-06-15,20:47:29
"","Afx:400000:0","Ohters",2.200000,0.000000,2009-06-15,20:47:32
"1. 刘若英 - 后来 - Winamp","Winamp v1.x","Ohters",0.500000,0.000000,2009-06-15,20:47:33
"Program Manager","Progman","Ohters",2.400000,0.000000,2009-06-15,20:47:35
"","Shell_TrayWnd","Ohters",0.300000,0.000000,2009-06-15,20:47:36
"","#32770","对话框",0.800000,0.000000,2009-06-15,20:47:37
"Program Manager","Progman","Ohters",5.600000,0.000000,2009-06-15,20:47:43
"","#32770","对话框",2.500000,0.000000,2009-06-15,20:47:46
"Program Manager","Progman","Ohters",3.000000,0.000000,2009-06-15,20:47:49
"","#32770","对话框",2.600000,0.000000,2009-06-15,20:47:52
"1. 刘若英 - 后来 - Winamp","Winamp v1.x","Ohters",5.300000,0.000000,2009-06-15,20:47:58
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-06-15,20:47:58
"「开始」菜单","DV2ControlHost","Ohters",7.100000,0.000000,2009-06-15,20:48:06
"","Shell_TrayWnd","Ohters",0.400000,0.000000,2009-06-15,20:48:07
"Program Manager","Progman","Ohters",17.600000,0.000000,2009-06-15,20:48:27
"「开始」菜单","DV2ControlHost","Ohters",1.000000,0.000000,2009-06-15,20:48:28
"","Shell_TrayWnd","Ohters",1.300000,0.000000,2009-06-15,20:48:30
"","DimmedWindowClass","Ohters",1.500000,0.000000,2009-06-15,20:48:31
"","#32770","对话框",1.400000,0.000000,2009-06-15,20:48:33
"1. 刘若英 - 后来 - Winamp","Winamp v1.x","Ohters",9.000000,0.000000,2009-06-15,20:48:43
"1. 刘若英 - 后来 - Winamp","Winamp v1.x","Ohters",0.200000,0.000000,2009-06-15,20:48:44
"1. 刘若英 - 后来 - Winamp","Winamp v1.x","Ohters",1.600000,0.000000,2009-06-15,20:48:51
"1. 刘若英 - 后来 - Winamp","Winamp v1.x","Ohters",0.000000,0.000000,2009-06-15,20:48:52
"Program Manager","Progman","Ohters",102.500000,0.000000,2009-06-15,21:02:04
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-06-15,21:02:05
"「开始」菜单","DV2ControlHost","Ohters",0.600000,0.000000,2009-06-15,21:02:05
"Program Manager","Progman","Ohters",0.900000,0.000000,2009-06-15,21:02:07
"「开始」菜单","DV2ControlHost","Ohters",1.200000,0.000000,2009-06-15,21:02:08
"","Shell_TrayWnd","Ohters",8.400000,0.000000,2009-06-15,21:02:18
"Program Manager","Progman","Ohters",15.600000,0.000000,2009-06-15,21:02:35
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",81.700000,0.000000,2009-06-15,21:04:05
"运行","#32770","对话框",1.800000,0.000000,2009-06-15,21:04:08
"Program Manager","Progman","Ohters",0.200000,0.000000,2009-06-15,21:04:08
"参考消息电子版09年06月02日新闻导航-按日归档 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",3.200000,0.000000,2009-06-15,21:04:16
"","#32770","对话框",0.000000,0.000000,2009-06-15,21:04:16
"民进党人士访问大陆印象记-参考消息 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",3.200000,0.000000,2009-06-15,21:04:20
"","#32770","对话框",0.600000,0.000000,2009-06-15,21:04:21
"民进党人士访问大陆印象记-参考消息 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",3.300000,0.000000,2009-06-15,21:04:26
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",1.100000,0.000000,2009-06-15,21:04:27
"民进党人士访问大陆印象记-参考消息 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.500000,0.000000,2009-06-15,21:04:29
"","Shell_TrayWnd","Ohters",6.200000,0.000000,2009-06-15,21:04:36
"民进党人士访问大陆印象记-参考消息 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",6.400000,0.000000,2009-06-15,21:04:45
"","WebThunderMessageWindow","Ohters",0.100000,0.000000,2009-06-15,21:04:47
"参考消息电子版09年06月02日新闻导航-按日归档 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",9.700000,0.000000,2009-06-15,21:05:06
"Tools","CabinetWClass","资源管理器",7.500000,0.000000,2009-06-15,21:05:17
"参考消息电子版09年06月02日新闻导航-按日归档 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",2.900000,0.000000,2009-06-15,21:05:20
"","Shell_TrayWnd","Ohters",0.400000,0.000000,2009-06-15,21:05:21
"(悠悠鸟影视论坛-www.uubird.com)武林外传全集","CabinetWClass","资源管理器",1.100000,0.000000,2009-06-15,21:05:22
"","Shell_TrayWnd","Ohters",0.400000,0.000000,2009-06-15,21:05:23
"(悠悠鸟影视论坛-www.uubird.com)武林外传全集","CabinetWClass","资源管理器",0.600000,0.000000,2009-06-15,21:05:26
"参考消息电子版09年06月02日新闻导航-按日归档 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",10.600000,0.000000,2009-06-15,21:05:40
"网页迅雷","WebThunderBrowserWindow","Ohters",18.800000,0.000000,2009-06-15,21:06:00
"网页迅雷2009 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",28.000000,0.000000,2009-06-15,21:06:31
"Windows Internet Explorer","#32770","对话框",1.900000,0.000000,2009-06-15,21:06:34
"网页迅雷2009 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",22.500000,0.000000,2009-06-15,21:06:59
"(悠悠鸟影视论坛-www.uubird.com)武林外传全集","CabinetWClass","资源管理器",6.800000,0.000000,2009-06-15,21:07:07
"网页迅雷2009 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",600.100000,0.000000,2009-06-15,21:18:11
"参考消息(非官网)-由参考消息爱好者主办 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",162.400000,0.000000,2009-06-15,21:21:11
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.700000,0.000000,2009-06-15,21:21:12
"中国社会信任的解体及其结果-时政评论 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",260.400000,0.000000,2009-06-15,21:25:59
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",3.100000,0.000000,2009-06-15,21:26:03
"菲海军司令：中美事故舰艇不在菲领海(图)_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",305.900000,0.000000,2009-06-15,21:31:40
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.500000,0.000000,2009-06-15,21:31:41
"伊朗最高领导人命令调查大选有投票骗局的言论_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",8.000000,0.000000,2009-06-15,21:31:50
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",1.800000,0.000000,2009-06-15,21:31:52
"中方再援助巴基斯坦六千万人民币用于安置流民_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",29.700000,0.000000,2009-06-15,21:32:25
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",3.000000,0.000000,2009-06-15,21:32:28
"以色列希望与巴勒斯坦方面立即重启和谈(图)_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",21.400000,0.000000,2009-06-15,21:32:53
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",2.100000,0.000000,2009-06-15,21:32:56
"九部委发文要求4万亿项目优先买国货_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",93.800000,0.000000,2009-06-15,21:34:43
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",2.300000,0.000000,2009-06-15,21:34:46
"“绿坝”过滤软件被指抄袭美国某软件公司代码_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",61.700000,0.000000,2009-06-15,21:35:54
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",1.700000,0.000000,2009-06-15,21:35:56
"中国岛主海上寻梦记_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",12.800000,0.000000,2009-06-15,21:36:11
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",3.000000,0.000000,2009-06-15,21:36:14
"马英九今领表参选党魁 王金平有望任首席副主席_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",14.900000,0.000000,2009-06-15,21:36:31
"Data (D:)","CabinetWClass","资源管理器",0.500000,0.000000,2009-06-15,21:36:31
"Data (D:)","CabinetWClass","资源管理器",1.200000,0.000000,2009-06-15,21:36:33
"“绿坝”过滤软件被指抄袭美国某软件公司代码_新闻跟贴_网易跟贴 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",242.000000,0.000000,2009-06-15,21:41:03
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.700000,0.000000,2009-06-15,21:41:04
"奥巴马对美国医改计划追加3130亿美元投资_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",217.200000,0.000000,2009-06-15,21:45:06
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",2.000000,0.000000,2009-06-15,21:45:08
"蚂蚁和金融危机_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",16.700000,0.000000,2009-06-15,21:45:27
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",2.800000,0.000000,2009-06-15,21:45:30
"蚂蚁和金融危机_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",25.300000,0.000000,2009-06-15,21:46:00
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.800000,0.000000,2009-06-15,21:46:01
"活动预告:房价疯涨成交起伏 全面解读楼市迷图 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",79.500000,0.000000,2009-06-15,21:47:30
"","WebThunderNotifyIconTipWindow","Ohters",2.000000,0.000000,2009-06-15,21:47:33
"活动预告:房价疯涨成交起伏 全面解读楼市迷图 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",27.600000,0.000000,2009-06-15,21:48:05
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.600000,0.000000,2009-06-15,21:48:06
"平民侦探揭开朝鲜神秘面纱_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",299.400000,0.000000,2009-06-15,21:53:43
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",1.000000,0.000000,2009-06-15,21:53:44
"亲绿团体金援“藏独” 马英九拟大力整顿_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",52.900000,0.000000,2009-06-15,21:54:46
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.600000,0.000000,2009-06-15,21:54:47
"苏系插旗2012 “重复”谢长廷模式_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",327.200000,0.000000,2009-06-15,22:01:00
"","WebThunderNotifyIconTipWindow","Ohters",2.600000,0.000000,2009-06-15,22:01:03
"苏系插旗2012 “重复”谢长廷模式_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.800000,0.000000,2009-06-15,22:01:05
"","WebThunderNotifyIconTipWindow","Ohters",1.500000,0.000000,2009-06-15,22:01:07
"苏系插旗2012 “重复”谢长廷模式_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",0.900000,0.000000,2009-06-15,22:01:08
"「开始」菜单","DV2ControlHost","Ohters",2.800000,0.000000,2009-06-15,22:01:11
"","Shell_TrayWnd","Ohters",0.800000,0.000000,2009-06-15,22:01:12
"","#32770","对话框",8.700000,0.000000,2009-06-15,22:01:23
"苏系插旗2012 “重复”谢长廷模式_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",6.200000,0.000000,2009-06-15,22:01:35
"","Shell_TrayWnd","Ohters",0.200000,0.000000,2009-06-15,22:01:37
"","#32770","对话框",8.000000,0.000000,2009-06-15,22:01:47
"台湾_资讯_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",13.800000,0.000000,2009-06-15,22:02:03
"","#32770","对话框",4.700000,0.000000,2009-06-15,22:02:09
"日本弓道_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",80.600000,0.000000,2009-06-15,22:03:40
"","#32770","对话框",6.900000,0.000000,2009-06-15,22:03:48
"网易探索周刊第12期 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",8.900000,0.000000,2009-06-15,22:03:58
"","#32770","对话框",4.600000,0.000000,2009-06-15,22:04:04
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",10.600000,0.000000,2009-06-15,22:04:16
"QQ用户登录","#32770","对话框",4.800000,0.000000,2009-06-15,22:04:21
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.000000,0.000000,2009-06-15,22:04:23
"","#32770","对话框",7.100000,0.000000,2009-06-15,22:04:32
"","WebThunderNotifyIconTipWindow","Ohters",0.100000,0.000000,2009-06-15,22:04:33
"","#32770","对话框",6.400000,0.000000,2009-06-15,22:04:40
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.700000,0.000000,2009-06-15,22:04:42
"","#32770","对话框",8.000000,0.000000,2009-06-15,22:04:51
"","WebThunderNotifyIconTipWindow","Ohters",0.600000,0.000000,2009-06-15,22:04:52
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.100000,0.000000,2009-06-15,22:04:54
"","Shell_TrayWnd","Ohters",0.100000,0.000000,2009-06-15,22:04:54
"QQ用户登录","#32770","对话框",2.400000,0.000000,2009-06-15,22:04:57
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",3.000000,0.000000,2009-06-15,22:05:00
"","#32770","对话框",21.600000,0.000000,2009-06-15,22:05:24
"","#32770","对话框",0.000000,0.000000,2009-06-15,22:05:25
"","#32770","对话框",21.400000,0.000000,2009-06-15,22:05:50
"","Afx:8a00000:3","Ohters",28.200000,0.000000,2009-06-15,22:06:22
"","#32770","对话框",0.700000,0.000000,2009-06-15,22:06:23
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",19.600000,0.000000,2009-06-15,22:06:46
"","#32770","对话框",104.700000,0.000000,2009-06-15,22:08:42
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",3.900000,0.000000,2009-06-15,22:08:47
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",1.400000,0.000000,2009-06-15,22:08:49
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",3.800000,0.000000,2009-06-15,22:08:53
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",1.100000,0.000000,2009-06-15,22:08:55
"陈菊赴大陆推介世运会 高雄市民多表肯定_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",10.200000,0.000000,2009-06-15,22:09:06
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.600000,0.000000,2009-06-15,22:09:07
"日媒：识繁书简整合“一国两家” 统一前景明朗_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",97.600000,0.000000,2009-06-15,22:10:59
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",2.300000,0.000000,2009-06-15,22:11:02
"马英九提“识繁书简” 过半台民众称马促统一_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",8.200000,0.000000,2009-06-15,22:11:11
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",2.100000,0.000000,2009-06-15,22:11:14
"扁苏联盟 苏系大将蔡宪浩掌凯校校友会_台湾_凤凰网 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",53.900000,0.000000,2009-06-15,22:12:15
"","Shell_TrayWnd","Ohters",1.500000,0.000000,2009-06-15,22:12:17
"","WebThunderNotifyIconTipWindow","Ohters",3.400000,0.000000,2009-06-15,22:12:21
"","Shell_TrayWnd","Ohters",6.600000,0.000000,2009-06-15,22:12:28
"平民侦探揭开朝鲜神秘面纱_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",11.900000,0.000000,2009-06-15,22:12:42
"Windows 任务管理器","#32770","对话框",8.100000,0.000000,2009-06-15,22:12:52
"平民侦探揭开朝鲜神秘面纱_网易新闻中心 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",45.500000,0.000000,2009-06-15,22:13:45
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",1.000000,0.000000,2009-06-15,22:13:46
"八阕 · 广角新闻 · 中　国：【中国江西大暴乱：民众冲击政府机关、砸警车】 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",21.200000,0.000000,2009-06-15,22:14:10
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.000000,0.000000,2009-06-15,22:14:11
"八阕 · 广角新闻 · 中　国：【习近平李克强人马初显 暗中角力】 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",84.500000,0.000000,2009-06-15,22:15:46
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.800000,0.000000,2009-06-15,22:15:47
"八阕 · 广角新闻 · 产　经：【银监会主席语出惊人 中国GDP成长率只有6.54%】 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",91.100000,0.000000,2009-06-15,22:17:29
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.700000,0.000000,2009-06-15,22:17:30
"八阕 · 广角新闻 · 文　史：【日本沉冤昭雪与司法大改革：国民直接参与裁判】 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",57.100000,0.000000,2009-06-15,22:18:35
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.700000,0.000000,2009-06-15,22:18:36
"八阕 · 广角新闻 · 文　史：【日本沉冤昭雪与司法大改革：国民直接参与裁判】 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",7.800000,0.000000,2009-06-15,22:18:45
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.700000,0.000000,2009-06-15,22:18:46
"八阕 · 广角新闻 · 产　经：【MySpace现象或在Twitter身上重演】 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",6.800000,0.000000,2009-06-15,22:18:53
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",2.100000,0.000000,2009-06-15,22:18:56
"八阕 · 广角新闻 · 中　国：【合则两利，马王关系有了新的质变与想像】 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",13.000000,0.000000,2009-06-15,22:19:11
"ScrapBook - 详细信息","MozillaDialogClass","Ohters",0.600000,0.000000,2009-06-15,22:19:11
"八阕 · 广角新闻 · 国　际：【内贾德连任，奥巴马错误判断局势】 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",257.500000,0.000000,2009-06-15,22:23:57
"","#32770","对话框",1.100000,0.000000,2009-06-15,22:23:58
"iGoogle - 谷歌个性化首页 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",15.300000,0.000000,2009-06-15,22:24:15
"","WebThunderMessageWindow","Ohters",1.900000,0.000000,2009-06-15,22:24:18
"Program Manager","Progman","Ohters",3.100000,0.000000,2009-06-15,22:24:21
"我的背单词","CabinetWClass","资源管理器",25.900000,0.000000,2009-06-15,22:24:52
"MindMapper 2008 Professional Edition","Afx:00400000:8:00010011:00000000:002805F5","Ohters",62.300000,0.000000,2009-06-15,22:26:01
"Set Up Presentation","#32770","对话框",1.000000,0.000000,2009-06-15,22:26:02
"MindMapper 2008 Professional Edition - [我的背单词015.twd]","Afx:00400000:8:00010011:00000000:002805F5","Ohters",188.800000,0.000000,2009-06-15,22:29:32
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-06-15,22:29:32
"MindMapper 2008 Professional Edition - [我的背单词015.twd]","Afx:00400000:8:00010011:00000000:002805F5","Ohters",15.300000,0.000000,2009-06-15,22:29:49
"我的背单词","CabinetWClass","资源管理器",9.900000,0.000000,2009-06-15,22:30:00
